,Univ (i),Univ(j),Papers,Distance (ij),No Projects,Contribution Horizon,Web Of Science Name,Country,City,Nuts CODE,geolocation,No of WoS Papers (total),No of WoS Papers (2014-2020),No of WoS Papers (2021-2024),"Language (slav -1, other - 0)",Number of students enrolled in a year,Erasmus outgoing mobilities,Erasmus incoming mobilities,Erasmus total mobilities,"Position in International rankings (high 1, low 0)",avg contrib per project,contrib horizon % of total,,var1,var2,var3,var4,var5,var6,var7,var8,var9
53,University of Debrecen,University of Lodz,32,"704,9",17,2169549.13,University of Łódź,PL,LODZ,PL711,"51.8575538,19.4145321",10129,4147,2720,1,25000,804,1038,1842,0,127620.5371,0.299607912,,,,,,,,,,
54,University of Debrecen,Wroclaw University of Environmental & Life Sciences,6,"698,3",8,2037715.48,Wroclaw University of Environmental & Life Sciences,PL,Wroclaw,PL514,"51.111086,17.0637697",25895,11422,7570,1,8000,1230,627,1857,0,254714.435,0.2814021,,,,,,,,,,
55,University of Debrecen,Medical University of Warsaw,56,"720,7",4,1912047.45,Medical University of Warsaw,PL,Warszawa,PL911,"52.2337172,21.0714156104111",11524,5678,3695,1,9764,1323,551,1874,0,478011.8625,0.26404774,,,,,,,,,,
56,University of Debrecen,Iuliu Hatieganu University of Medicine & Pharmacy,30,"244,3",13,2973457.64,Iuliu Hatieganu University of Medicine & Pharmacy,RO,Cluj-Napoca,RO113,"46.7693367,23.5900604",11524,5678,3695,0,7153,1323,551,1874,0,228727.5108,0.41062515,,,,,,,,,,
57,University of Debrecen,Transylvania University of Brasov,19,"506,3",7,1577328.75,Transylvania University of Brasov,RO,Brasov,RO122,"45.6453253,25.5887936",10697,4420,3058,0,20885,2031,1623,3654,0,225332.6786,0.21782414,,,,,,,,,,
58,University of Debrecen,Alexandru Ioan Cuza University,21,"654,2",9,1177769.69,Alexandru Ioan Cuza University,RO,Iasi,RO213,"47.1748687,27.5712428965192",16618,3015,3015,0,40000,5150,1985,7135,0,130863.2989,0.162646291,,,,,,,,,,
59,University of Debrecen,West University of Timisoara,7,"256,2",9,1120190.63,West University of Timisoara,RO,Timisoara,RO424,"45.7476982,21.2283814",7740,3244,1698,0,13805,2344,1630,3974,0,124465.6256,0.154694803,,,,,,,,,,
60,University of Debrecen,"George Emil Palade University of Medicine, Pharmacy, Science, & Technology of Targu Mures",54,"346,9",2,1030937.5,"George Emil Palade University of Medicine, Pharmacy, Science, & Technology of Targu Mures",RO,Targu Mures,RO125,"46.5549736,24.581610724795418",5919,3143,1309,0,11000,3803,382,4185,0,515468.75,0.142369227,,,,,,,,,,
61,University of Debrecen,University of Craiova,1,"572,4",13,966062.58,University of Craiova,RO,Craiova,RO411,"44.3190159,23.7965614",8205,3246,1653,0,23000,1664,525,2189,0,74312.50615,0.133410204,,,,,,,,,,
62,University of Debrecen,University of Split,1294,"978,9",17,3030046.45,University of Split,HR,Split,HR035,"43.507775,16.4690500081942",15904,6252,4056,1,26000,2093,1415,3508,N/A,178238.0265,0.418439886,,,,,,,,,,
63,University of Debrecen,UNIVERSITY OF RIJEKA,29,"733,8",12,1908024.95,University of Rijeka,HR,Rijeka,HR031,"45.28335145,14.537789935157118",14744,5403,3574,1,3000,1562,2058,3620,N/A,159002.0792,0.263492246,,,,,,,,,,
64,University of Debrecen,Technical University Kosice,7,"179,6",13,2964780.5,Technical University Kosice,SK,Kosice,SK042,"48.7250478,20.4102986",13801,6791,2888,1,9999,1480,957,2437,0,228060.0385,0.409426864,,,,,,,,,,
65,University of Debrecen,University of Pavol Jozef Safarik Kosice,37,"178,2",4,1838822.09,University of Pavol Jozef Safarik Kosice,SK,Kosice,SK042,"48.7200293,21.2573061",12454,4274,2361,1,7000,2183,1083,3266,0,459705.5225,0.253935548,,,,,,,,,,
1,University of Pecs,UNIVERSITY OF CYPRUS,25,"2476,5",123,58094901.65,UNIVERSITY OF CYPRUS,CY,Nicosia,CY000,"35.1739302,33.364726",16954,6697,4392,0,6875,1931,1902,3833,1,472316.2736,8.02272323,,,,,,,,,,
2,University of Pecs,University of Tartu,75,"1968,1",135,52444253.64,University of Tartu,EE,Tartu,EE008,"58.3807628,26.7194208",34713,12022,7351,0,14000,2823,3227,6050,1,388475.9529,7.242386509,,,,,,,,,,
3,University of Pecs,University of Ljubljana,99,375,163,48273117.5,University of Ljubljana,SI,Ljubljana,SI041,"46.048973,14.5039794308021",70248,22010,14037,1,37615,10707,11649,22356,0,296154.0951,6.666365725,,,,,,,,,,
4,University of Pecs,Masaryk University Brno,68,"511,4",89,42184054.1,Masaryk University Brno,CZ,Brno,CZ064,"49.1992954,16.5972215",44285,17393,10062,1,32271,8732,5926,14658,N/A,473978.136,5.825485218,,,,,,,,,,
5,University of Pecs,Charles University Prague,1,"710,8",88,33702351.18,Charles University Prague,CZ,Praha 1,CZ010,"50.08647615,14.4246222336325",121755,40566,23309,1,49787,7433,8648,16081,N/A,382981.2634,4.654188716,,,,,,,,,,
6,University of Pecs,Czech Technical University Prague,9,"717,1",81,32924004.68,Czech Technical University Prague,CZ,Praha,CZ010,"50.102175,14.3884697",36536,15092,6821,1,16217,2155,4021,6176,1,406469.1936,4.546701512,,,,,,,,,,
7,University of Pecs,Tallinn University of Technology,4,"2025,8",69,30065589.57,Tallinn University of Technology,EE,Tallinn,EE001,"59.3948992,24.6717935",15190,6001,3388,1,8739,1920,2980,4900,0,435733.1822,4.151963374,,,,,,,,,,
8,University of Pecs,University of Warsaw,35,"1068,8",96,28918622.74,University of Warsaw,PL,WARSZAWA,PL911,"52.23961125,21.0173473017396",62301,19132,11114,1,42700,9547,6464,16011,1,301235.6535,3.993570862,,,,,,,,,,
9,University of Pecs,Brno University of Technology,18,"513,3",60,27386453.32,Brno University of Technology,CZ,Brno Stred,CZ064,"49.1992954,16.5972215",24584,10565,4981,1,17975,4786,3799,8585,0,456440.8887,3.781983083,,,,,,,,,,
10,University of Pecs,National University of Science & Technology POLITEHNICA Bucharest,23,"860,9",47,21262969.32,National University of Science & Technology POLITEHNICA Bucharest,RO,Bucharest,RO321,"44.4420231,26.0522546",38862,16158,5465,0,25469,1721,1644,3365,0,452403.6026,2.936349199,,,,,,,,,,
11,University of Pecs,Central European University,0,"204,4",46,20575367.03,Central European University,HU,Budapest,HU110,"47.546344,18.9501556",5031,2653,515,0,1479,409,469,878,N/A,447290.5876,2.841393485,,,,,,,,,,
12,University of Pecs,Budapest University of Technology & Economics,289,201,62,19329058.92,Budapest University of Technology & Economics,HU,Budapest,HU110,"47.4813705,19.0556393",33370,9633,5349,0,20152,2801,3879,6680,0,311759.0148,2.669282254,,,,,,,,,,
13,University of Pecs,Cyprus University of Technology,0,"2553,6",54,19267425.71,Cyprus University of Technology,CY,Lemesos,CY000,"34.79489125,32.985589384508",5349,1745,1745,0,3280,639,572,1211,0,356804.1798,2.660770901,,,,,,,,,,
14,University of Pecs,Sofia University,1,"727,1",34,19079908.91,Sofia University,BG,Sofia,BG411,"42.6978634,23.3221789",35,24,6,1,22490,1321,718,2039,0,561173.7915,2.634875421,,,,,,,,,,
15,University of Pecs,AGH University of Krakow,0,"832,8",54,16553204.24,AGH University of Krakow,PL,Krakow,PL213,"50.0600082,19.924412",41427,16361,8756,1,20240,1950,2886,4836,0,306540.8193,2.285945452,,,,,,,,,,
16,University of Pecs,University of Latvia,39,"1727,8",41,9299962.74,University of Latvia,LV,RIGA,LV006,"56.9493977,24.1051846",19782,7466,3496,1,15250,1824,3211,5035,0,226828.3595,1.284295609,,,,,,,,,,
17,University of Pecs,Warsaw University of Technology,12,"1042,3",52,13923689.97,Warsaw University of Technology,PL,WARSZAWA,PL911,"52.22165395,21.0073577612511",43300,15433,7129,1,25021,2216,2715,4931,0,267763.2687,1.9228178,,,,,,,,,,
18,University of Pecs,Alexander Dubcek University Trencin,0,"510,9",2,12689962.5,Alexander Dubcek University Trencin,SK,Trencin,SK022,"48.8986312,18.0474701",1813,824,486,1,2999,525,323,848,N/A,6344981.25,1.752443916,,,,,,,,,,
19,University of Pecs,Jagiellonian University,1,"834,1",52,11901816.01,Jagiellonian University,PL,Krakow,PL213,"50.0609779,19.9328423",77297,25822,15766,1,33549,6043,6706,12749,1,228881.0771,1.643603364,,,,,,,,,,
20,University of Pecs,Eötvös Loránd University,1,204,28,11078888.54,Eötvös Loránd University,HU,Budapest,HU110,"47.490360949999996,19.058302460603027",28687,10656,7417,0,28542,4956,5719,10675,0,395674.5907,1.529959668,,,,,,,,,,
21,University of Pecs,Kaunas University of Technology,14,"1470,2",44,10065665.09,Kaunas University of Technology,LT,Kaunas,LT022,"54.89877845,23.9126328823828",13691,4436,2525,1,16400,3463,2092,5555,0,228765.1157,1.390036696,,,,,,,,,,
22,University of Pecs,Technical University of Ostrava,1,"663,8",26,9844313.6,Technical University of Ostrava,CZ,Ostrava Poruba,CZ080,"49.8336617,18.1636336",18131,8543,3774,1,23558,1799,3203,5002,0,378627.4462,1.359468751,,,,,,,,,,
23,University of Pecs,Polytechnic Zagreb,0,"231,8",31,9400475.63,Polytechnic Zagreb,HR,Zagreb,HR050,"45.8010282,15.9708835",132,48,1,1,4300,,,,N/A,303241.1494,1.298176123,,,,,,,,,,
24,University of Pecs,Comenius University Bratislava,1,"383,7",23,8495864.6,Comenius University Bratislava,SK,Bratislava,SK010,"48.1410559,17.1151675874717",34517,12980,7133,1,22817,5147,3815,8962,0,369385.4174,1.173252185,,,,,,,,,,
25,University of Pecs,Slovak University of Technology Bratislava,12,"384,7",37,8072537.81,Slovak University of Technology Bratislava,SK,Bratislava,SK010,"48.1548901,17.1178281260007",23792,7705,2929,1,14500,1942,1445,3387,0,218176.6976,1.114792086,,,,,,,,,,
26,University of Pecs,Vilnius University,1,"1569,7",36,8047928.93,Vilnius University,LT,Vilnius,LT011,"54.682708,25.2866715",28583,9744,6204,1,23517,6940,4372,11312,1,223553.5814,1.111393677,,,,,,,,,,
27,University of Pecs,Gdańsk University of Technology,0,"1274,1",20,7997194.85,Gdańsk University of Technology,PL,GDANSK,PL633,"54.3482259,18.6542888",22906,8024,5202,1,14816,2978,2314,5292,0,399859.7425,1.104387461,,,,,,,,,,
28,University of Pecs,"University of Chemistry & Technology, Prague",1,"716,7",25,7476542.92,"University of Chemistry & Technology, Prague",CZ,Praha,CZ010,"50.103351,14.3898299",19911,5675,3184,1,3606,632,1405,2037,0,299061.7168,1.032487066,,,,,,,,,,
29,University of Pecs,University of Maribor,21,"272,2",32,6926672.29,University of Maribor,SI,Maribor,SI032,"46.55919145,15.6432871599097",20787,6941,6941,1,13988,2935,5453,8388,0,216458.5091,0.956551661,,,,,,,,,,
30,University of Pecs,Technical University of Cluj-Napoca,1,631,27,6678885.07,Technical University of Cluj-Napoca,RO,Cluj Napoca,RO113,"46.7692926,23.5856779",14422,2589,6119,0,18649,1314,927,2241,0,247366.1137,0.922333025,,,,,,,,,,
31,University of Pecs,Vytautas Magnus University,0,"1462,5",16,2243583.75,Vytautas Magnus University,LT,Kaunas,LT022,"54.899158,23.91506",7931,2999,1769,1,5950,3412,2027,5439,0,140223.9844,0.309831861,,,,,,,,,,
32,University of Pecs,Riga Technical University,1,"1726,6",30,6280618.51,Riga Technical University,LV,Riga,LV006,"56.9473335,24.1054291800387",10166,4538,2063,1,10745,2464,2579,5043,0,209353.9503,0.867333666,,,,,,,,,,
33,University of Pecs,Semmelweis University,1970,"203,9",26,5575205.96,Semmelweis University,HU,Budapest,HU110,"47.4812616,19.0830671",40126,11036,7439,0,9860,1435,1569,3004,1,214430.9985,0.769918411,,,,,,,,,,
34,University of Pecs,Poznań University of Technology,0,"1095,1",17,5388254.48,Poznań University of Technology,PL,POZNAN,PL415,"52.39333805,16.9190716369255",18975,7010,3878,1,37013,2921,1406,4327,0,316956.1459,0.744101,,,,,,,,,,
35,University of Pecs,Adam Mickiewicz University,12,1092,30,4476852.14,Adam Mickiewicz University,PL,POZNAN,PL415,"52.40816565,16.9156127251945",33276,10413,6212,1,35901,5001,3278,8279,0,149228.4047,0.618239202,,,,,,,,,,
36,University of Pecs,Vilnius Gediminas Technical University,8,"1577,1",21,1953341.4,Vilnius Gediminas Technical University,LT,Vilnius,LT011,"54.7216492,25.3375902203968",10284,4012,2011,1,8322,3520,2559,6079,0,93016.25714,0.269750305,,,,,,,,,,
37,University of Pecs,Silesian University of Technology,3,"741,6",14,4455062.99,Silesian University of Technology,PL,GLIWICE,PL22A,"50.2901018,18.6768134289743",26930,11012,6491,1,18396,1867,1401,3268,0,318218.785,0.615230189,,,,,,,,,,
38,University of Pecs,Szeged University,1585,"191,3",22,4436448.26,Szeged University,HU,Szeged,HU333,"46.25008565,20.1465129427819",37535,9783,6029,0,22693,3388,3226,6614,0,201656.7391,0.612659554,,,,,,,,,,
39,University of Pecs,Wroclaw University of Science & Technology,5,"908,1",27,4394292.98,Wroclaw University of Science & Technology,PL,Wroclaw,PL514,"51.1075006,17.0618875",37822,12250,6458,1,27072,3026,2558,5584,0,162751.5919,0.606838042,,,,,,,,,,
40,University of Pecs,University of Debrecen,1092,"447,7",36,3928536.47,University of Debrecen,HU,Debrecen,HU321,"47.55489855,21.6203548498905",33680,9532,5979,0,29045,2147,2205,4352,0,109126.0131,0.542518533,,,,,,,,,,
42,University of Pecs,University of Gdansk,3,"1280,6",12,3671677.64,University of Gdansk,PL,GDANSK,PL633,"54.3998329,18.5680212",18595,6221,4017,1,28625,2057,1661,3718,0,305973.1367,0.507047136,,,,,,,,,,
43,University of Pecs,Warsaw University of Life Sciences,2,"1071,4",17,3463222.01,Warsaw University of Life Sciences,PL,Warszawa,PL911,"52.1651683,21.0484023995429",16991,6697,4428,1,15736,1749,1896,3645,0,203718.9418,0.478545237,,,,,,,,,,
44,University of Pecs,University of Bucharest,14,"864,2",27,3451021.61,University of Bucharest,RO,Bucuresti,RO321,"44.4361414,26.1027202",27889,9183,9183,0,34000,2123,1848,3971,0,127815.6152,0.476859396,,,,,,,,,,
45,University of Pecs,Medical University of Bialystok,82,"1257,3",1,3139200,Medical University of Bialystok,PL,Bialystok,PL841,"53.132437,23.1659857",11174,4271,2933,1,5494,323,77,400,0,3139200,0.433772136,,,,,,,,,,
46,University of Pecs,Babes Bolyai University from Cluj,73,"633,2",16,3429908.06,Babes Bolyai University from Cluj,RO,Cluj Napoca,RO113,"46.7693367,23.5900604",27843,10308,5644,0,48620,5149,3819,8968,N/A,214369.2538,0.473941942,,,,,,,,,,
47,University of Pecs,Nicolaus Copernicus University,32,"1115,2",14,2737620.35,Nicolaus Copernicus University,PL,Torun,PL613,"53.0185,18.5708014",27894,9038,6324,1,24016,2379,2296,4675,0,195544.3107,0.378282182,,,,,,,,,,
48,University of Pecs,Lodz University of Technology,0,"952,7",13,2612464.44,Lodz University of Technology,PL,Lodz,PL711,"51.7687323,19.4569911",24168,7354,3874,1,12642,2657,2526,5183,0,200958.8031,0.360988239,,,,,,,,,,
49,University of Pecs,TECHNICAL UNIVERSITY OF SOFIA,0,"732,6",16,3323848.36,Technical University Sofia,BG,Sofia,BG411,"42.6977211,23.3225964",6168,2331,1099,1,9202,1788,705,2493,N/A,207740.5225,0.459286698,,,,,,,,,,
50,University of Pecs,Poznan University of Medical Sciences,56,"1094,8",7,2323038.57,Poznan University of Medical Sciences,PL,Poznan,PL415,"52.4094741,16.918422",19090,7260,5835,1,8000,528,425,953,0,331862.6529,0.320995605,,,,,,,,,,
51,University of Pecs,University of Zagreb,221,"610,2",57,13961302.95,University of Zagreb,HR,Zagreb,HR050,"45.7982002,15.9703608",3515,1311,883,1,72480,,,,N/A,244935.1395,1.929161634,,,,,,,,,,
52,University of Pecs,University of Warmia & Mazury,19,1218,11,2215533.75,University of Warmia & Mazury,PL,OLSZTYN,PL622,"53.7766839,20.476507",21426,7088,4680,1,38350,4241,5123,9364,0,201412.1591,0.306140675,,,,,,,,,,
53,University of Pecs,University of Lodz,16,"953,3",17,2169549.13,University of Łódź,PL,LODZ,PL711,"51.8575538,19.4145321",10129,4147,2720,1,25000,804,1038,1842,0,127620.5371,0.299786557,,,,,,,,,,
54,University of Pecs,Wroclaw University of Environmental & Life Sciences,6,"910,6",8,2037715.48,Wroclaw University of Environmental & Life Sciences,PL,Wroclaw,PL514,"51.111086,17.0637697",25895,11422,7570,1,8000,1230,627,1857,0,254714.435,0.281569889,,,,,,,,,,
55,University of Pecs,Medical University of Warsaw,71,"1042,6",4,1912047.45,Medical University of Warsaw,PL,Warszawa,PL911,"52.2337172,21.0714156104111",11524,5678,3695,1,9764,1323,551,1874,0,478011.8625,0.264205182,,,,,,,,,,
56,University of Pecs,Iuliu Hatieganu University of Medicine & Pharmacy,42,"631,9",13,2973457.64,Iuliu Hatieganu University of Medicine & Pharmacy,RO,Cluj-Napoca,RO113,"46.7693367,23.5900604",11524,5678,3695,0,7153,1323,551,1874,0,228727.5108,0.41086999,,,,,,,,,,
57,University of Pecs,Transylvania University of Brasov,17,"730,2",7,1577328.75,Transylvania University of Brasov,RO,Brasov,RO122,"45.6453253,25.5887936",10697,4420,3058,0,20885,2031,1623,3654,0,225332.6786,0.217954021,,,,,,,,,,
58,University of Pecs,Alexandru Ioan Cuza University,19,"972,6",9,1177769.69,Alexandru Ioan Cuza University,RO,Iasi,RO213,"47.1748687,27.5712428965192",16618,3015,3015,0,40000,5150,1985,7135,0,130863.2989,0.16274327,,,,,,,,,,
59,University of Pecs,West University of Timisoara,5,343,9,1120190.63,West University of Timisoara,RO,Timisoara,RO424,"45.7476982,21.2283814",7740,3244,1698,0,13805,2344,1630,3974,0,124465.6256,0.154787042,,,,,,,,,,
60,University of Pecs,"George Emil Palade University of Medicine, Pharmacy, Science, & Technology of Targu Mures",76,"665,7",2,1030937.5,"George Emil Palade University of Medicine, Pharmacy, Science, & Technology of Targu Mures",RO,Targu Mures,RO125,"46.5549736,24.581610724795418",5919,3143,1309,0,11000,3803,382,4185,0,515468.75,0.142454116,,,,,,,,,,
61,University of Pecs,University of Craiova,2,"727,2",13,966062.58,University of Craiova,RO,Craiova,RO411,"44.3190159,23.7965614",8205,3246,1653,0,23000,1664,525,2189,0,74312.50615,0.133489752,,,,,,,,,,
62,University of Pecs,University of Split,28,"636,1",17,3030046.45,University of Split,HR,Split,HR035,"43.507775,16.4690500081942",15904,6252,4056,1,26000,2093,1415,3508,N/A,178238.0265,0.418689386,,,,,,,,,,
63,University of Pecs,UNIVERSITY OF RIJEKA,47,391,12,1908024.95,University of Rijeka,HR,Rijeka,HR031,"45.28335145,14.537789935157118",14744,5403,3574,1,3000,1562,2058,3620,N/A,159002.0792,0.263649356,,,,,,,,,,
64,University of Pecs,Technical University Kosice,1,479,13,2964780.5,Technical University Kosice,SK,Kosice,SK042,"48.7250478,20.4102986",13801,6791,2888,1,9999,1480,957,2437,0,228060.0385,0.40967099,,,,,,,,,,
65,University of Pecs,University of Pavol Jozef Safarik Kosice,65,"477,9",4,1838822.09,University of Pavol Jozef Safarik Kosice,SK,Kosice,SK042,"48.7200293,21.2573061",12454,4274,2361,1,7000,2183,1083,3266,0,459705.5225,0.25408696,,,,,,,,,,
1,University of Gdansk,UNIVERSITY OF CYPRUS,2,"3608,3",123,58094901.65,UNIVERSITY OF CYPRUS,CY,Nicosia,CY000,"35.1739302,33.364726",16954,6697,4392,0,6875,1931,1902,3833,1,472316.2736,8.027506875,,,,,,,,,,
2,University of Gdansk,University of Tartu,80,"796,1",135,52444253.64,University of Tartu,EE,Tartu,EE008,"58.3807628,26.7194208",34713,12022,7351,0,14000,2823,3227,6050,1,388475.9529,7.246704869,,,,,,,,,,
3,University of Gdansk,University of Ljubljana,33,"1278,7",163,48273117.5,University of Ljubljana,SI,Ljubljana,SI041,"46.048973,14.5039794308021",70248,22010,14037,1,37615,10707,11649,22356,0,296154.0951,6.670340626,,,,,,,,,,
4,University of Gdansk,Masaryk University Brno,34,"777,2",89,42184054.1,Masaryk University Brno,CZ,Brno,CZ064,"49.1992954,16.5972215",44285,17393,10062,1,32271,8732,5926,14658,N/A,473978.136,5.828958733,,,,,,,,,,
5,University of Gdansk,Charles University Prague,1,"743,8",88,33702351.18,Charles University Prague,CZ,Praha 1,CZ010,"50.08647615,14.4246222336325",121755,40566,23309,1,49787,7433,8648,16081,N/A,382981.2634,4.656963832,,,,,,,,,,
